id,name,cost
435,"10.1"" Планшет Lenovo TAB M10 HD TB-X306X 32 ГБ 3G, LTE серый",13 999
436,"10.1"" Планшет Lenovo Yoga Smart Tab YT-X705F 32 ГБ  серый",17 999
437,"10.1"" Планшет Lenovo Yoga Smart Tab YT-X705F 64 ГБ  серый",20 999
438,"10.1"" Планшет Lenovo Yoga Smart Tab YT-X705X 32 ГБ 3G, LTE серый",20 999
439,"10.1"" Планшет Lenovo Yoga Smart Tab YT-X705X 64 ГБ 3G, LTE серый",22 999
440,"10.1"" Планшет Samsung Galaxy Tab A 10.1 (2019) 32 ГБ 3G, LTE золотистый",15 999
441,"10.1"" Планшет Samsung Galaxy Tab A 10.1 (2019) 32 ГБ 3G, LTE серебристый",15 999
442,"10.1"" Планшет Samsung Galaxy Tab A 10.1 (2019) 32 ГБ 3G, LTE черный",15 999
443,"10.1"" Планшет Samsung Galaxy Tab A 10.1 (2019) 32 ГБ  серебристый",13 999
444,"10.1"" Планшет Samsung Galaxy Tab A 10.1 (2019) 32 ГБ  черный",13 999
445,"10.2"" Планшет Apple iPad 2020 Wi-Fi 32 ГБ  серебристый",29 999
446,"10.2"" Планшет Apple iPad 2020 Wi-Fi 32 ГБ  серый",29 999
447,"10.3"" Планшет Lenovo Tab M10 Plus TB-X606F 128 ГБ  серебристый",17 499
448,"10.3"" Планшет Lenovo Tab M10 Plus TB-X606F 128 ГБ  серый",17 499
449,"10.3"" Планшет Lenovo Tab M10 Plus TB-X606F 32 ГБ  серебристый",14 999
450,"10.3"" Планшет Lenovo Tab M10 Plus TB-X606F 32 ГБ  серый",14 999
451,"10.3"" Планшет Lenovo Tab M10 Plus TB-X606F 64 ГБ  серый",15 999
452,"10.3"" Планшет Lenovo Tab M10 Plus TB-X606X 128 ГБ 3G, LTE серебристый",18 999
453,"10.3"" Планшет Lenovo Tab M10 Plus TB-X606X 128 ГБ 3G, LTE серый",18 999
454,"10.3"" Планшет Lenovo Tab M10 Plus TB-X606X 32 ГБ 3G, LTE серебристый",16 499
455,"10.3"" Планшет Lenovo Tab M10 Plus TB-X606X 32 ГБ 3G, LTE серый",16 499
456,"10.3"" Планшет Lenovo Tab M10 Plus TB-X606X 64 ГБ 3G, LTE серебристый",17 999
457,"10.3"" Планшет Lenovo Tab M10 Plus TB-X606X 64 ГБ 3G, LTE серый",17 999
458,"10.3"" Планшет Lenovo Yoga Duet 3 10IGL5 128 ГБ + клавиатура 3G, LTE серый",38 999
459,"10.3"" Планшет Lenovo Yoga Duet 3 10IGL5 128 ГБ + клавиатура 3G, LTE серый",44 999
460,"10.3"" Планшет Lenovo Yoga Duet 3 10IGL5 128 ГБ + клавиатура  серый",36 999
461,"10.3"" Планшет Lenovo Yoga Duet 3 10IGL5 128 ГБ + клавиатура  серый",42 999
462,"10.3"" Планшет Lenovo Yoga Duet 3 10IGL5 64 ГБ + клавиатура  серый",31 999
463,"10.4"" Планшет Honor Pad V6 128 ГБ  черный",29 999
464,"10.4"" Планшет Huawei Matepad 64 ГБ 3G, LTE серый",23 999
465,"10.4"" Планшет Huawei Matepad 64 ГБ  серый",21 999
466,"10.4"" Планшет Samsung Galaxy Tab A7 32 ГБ 3G, LTE золотистый",18 999
467,"10.4"" Планшет Samsung Galaxy Tab A7 32 ГБ 3G, LTE серебристый",18 999
468,"10.4"" Планшет Samsung Galaxy Tab A7 32 ГБ 3G, LTE серый",18 999
469,"10.4"" Планшет Samsung Galaxy Tab A7 32 ГБ  серебристый",17 999
470,"10.4"" Планшет Samsung Galaxy Tab A7 32 ГБ  серый",17 999
471,"10.4"" Планшет Samsung Galaxy Tab A7 64 ГБ 3G, LTE серебристый",21 999
472,"10.4"" Планшет Samsung Galaxy Tab A7 64 ГБ 3G, LTE серый",21 999
473,"10.4"" Планшет Samsung Galaxy Tab A7 64 ГБ  золотистый",19 999
474,"10.4"" Планшет Samsung Galaxy Tab A7 64 ГБ  серебристый",19 999
475,"10.4"" Планшет Samsung Galaxy Tab A7 64 ГБ  серый",19 999
476,"10.4"" Планшет Samsung Galaxy Tab S6 Lite 128 ГБ 3G, LTE розовый",35 999
477,"10.4"" Планшет Samsung Galaxy Tab S6 Lite 128 ГБ 3G, LTE серый",35 999
478,"10.4"" Планшет Samsung Galaxy Tab S6 Lite 128 ГБ 3G, LTE синий",35 999
479,"10.4"" Планшет Samsung Galaxy Tab S6 Lite 128 ГБ  розовый",31 999
480,"10.4"" Планшет Samsung Galaxy Tab S6 Lite 128 ГБ  серый",31 999
481,"10.4"" Планшет Samsung Galaxy Tab S6 Lite 128 ГБ  синий",31 999
482,"10.4"" Планшет Samsung Galaxy Tab S6 Lite 64 ГБ 3G, LTE розовый",32 999
483,"10.4"" Планшет Samsung Galaxy Tab S6 Lite 64 ГБ 3G, LTE серый",32 999
484,"10.4"" Планшет Samsung Galaxy Tab S6 Lite 64 ГБ 3G, LTE синий",32 999
485,"10.4"" Планшет Samsung Galaxy Tab S6 Lite 64 ГБ  розовый",28 999
486,"10.4"" Планшет Samsung Galaxy Tab S6 Lite 64 ГБ  серый",28 999
487,"10.4"" Планшет Samsung Galaxy Tab S6 Lite 64 ГБ  синий",28 999
488,"10.5"" Планшет Samsung Galaxy Tab S5e 64 ГБ 3G, LTE золотистый",36 999
489,"10.5"" Планшет Samsung Galaxy Tab S5e 64 ГБ 3G, LTE черный",36 999
490,"10.5"" Планшет Samsung Galaxy Tab S5e 64 ГБ  черный",30 999
491,"10.8"" Планшет Huawei Matepad Pro 256 ГБ 3G, LTE серый +стилус",44 999
492,"10.8"" Планшет Huawei Matepad Pro MRX-AL09 128 ГБ 3G, LTE серый",39 999
493,"10.8"" Планшет Huawei Matepad Pro MRX-W09 128 ГБ  серый",34 999
494,"10.8"" Планшет Huawei MediaPad M6 10 64 ГБ  серый",24 999
495,"10"" Планшет Dexp Ursus H210 64 ГБ 3G, LTE серый",10 999
496,"10"" Планшет Dexp Ursus K21 32 ГБ 3G, LTE черный",7 999
497,"10"" Планшет Dexp Ursus L210 16 ГБ 3G зеленый",6 299
498,"10"" Планшет Dexp Ursus L210 16 ГБ 3G красный",6 299
499,"10"" Планшет Dexp Ursus L210 16 ГБ 3G синий",6 299
500,"10"" Планшет Dexp Ursus L210 16 ГБ 3G фиолетовый",6 299
501,"10"" Планшет Dexp Ursus R110 32 ГБ 3G, LTE серый",8 750
502,"11"" Планшет Apple iPad Pro 2018 1024 ГБ  серый",99 999
503,"11"" Планшет Apple iPad Pro 2020 512 ГБ 3G, LTE серебристый",110 999
504,"11"" Планшет Apple iPad Pro 2020 Wi‑Fi 512 ГБ  серебристый",96 999
505,"11"" Планшет Samsung Galaxy Tab S7 128 ГБ 3G, LTE коричневый",64 999
506,"11"" Планшет Samsung Galaxy Tab S7 128 ГБ 3G, LTE серебристый",64 999
507,"11"" Планшет Samsung Galaxy Tab S7 128 ГБ 3G, LTE черный",64 999
508,"11"" Планшет Samsung Galaxy Tab S7 128 ГБ  коричневый",57 999
509,"11"" Планшет Samsung Galaxy Tab S7 128 ГБ  серебристый",57 999
510,"11"" Планшет Samsung Galaxy Tab S7 128 ГБ  черный",57 999
511,"12.4"" Планшет Samsung Galaxy Tab S7+ 128 ГБ 3G, LTE коричневый",79 999
512,"12.4"" Планшет Samsung Galaxy Tab S7+ 128 ГБ 3G, LTE серебристый",79 999
513,"12.4"" Планшет Samsung Galaxy Tab S7+ 128 ГБ 3G, LTE черный",79 999
514,"12.4"" Планшет Samsung Galaxy Tab S7+ 128 ГБ  коричневый",69 999
515,"12.4"" Планшет Samsung Galaxy Tab S7+ 128 ГБ  серебристый",69 999
516,"12.4"" Планшет Samsung Galaxy Tab S7+ 128 ГБ  черный",69 999
517,"12.9"" Планшет Apple iPad Pro 2020 Wi‑Fi 256 ГБ  серый",95 999
518,"13"" Планшет Lenovo Yoga Duet 7 13IML05 256 ГБ + клавиатура  серый",93 999
519,"13"" Планшет Lenovo Yoga Duet 7 13IML05 512 ГБ + клавиатура  серый",96 999
520,"13"" Планшет Lenovo Yoga Duet 7 13IML05 512 ГБ + клавиатура  серый",106 999
521,"7.9"" Планшет Apple iPad mini 2019 256 ГБ 3G, LTE золотистый",63 999
522,"7.9"" Планшет Apple iPad mini 2019 256 ГБ  золотистый",51 999
523,"7.9"" Планшет Apple iPad mini 2019 256 ГБ  серебристый",51 999
524,"7.9"" Планшет Apple iPad mini 2019 64 ГБ 3G, LTE золотистый",49 999
525,"7.9"" Планшет Apple iPad mini 2019 64 ГБ 3G, LTE серый",49 999
526,"7.9"" Планшет Apple iPad mini 2019 64 ГБ  золотистый",37 999
527,"7"" Детский планшет Dexp Ursus L470 Kid's 32 ГБ 3G розовый",4 999
528,"7"" Детский планшет Dexp Ursus L470 Kid's 32 ГБ 3G синий",4 999
529,"7"" Детский планшет Dexp Ursus L470 Kid's 32 ГБ 3G фиолетовый",4 999
530,"7"" Детский планшет Dexp Ursus S770 Kid's (Котик) 16 ГБ  розовый",4 999
531,"7"" Детский планшет TurboKids Princess 16 ГБ 3G розовый",5 499
532,"7"" Детский планшет TurboKids Princess New 16 ГБ  розовый",4 499
533,"7"" Детский планшет Turbo MonsterPad 16 ГБ 3G оранжевый",5 499
534,"7"" Детский планшет Turbo MonsterPad 16 ГБ 3G черный",5 499
535,"7"" Планшет Dexp Ursus B17 16 ГБ 3G серый",3 999
536,"7"" Планшет Dexp Ursus H270 Armor 16 ГБ 3G зеленый",4 499
